artifact_id,cluster,rank,accession_number,score,pitts_description,oxford_description,section,image_file,reasons
fig_003,0,2,1900.39.8,12,"Bronze plaque, representing three warriors, two with feathers in head-dress The latter and trefoil leaves at top ; one with pot helmet, button on top. has a coral choker, badge of rank, and aU have leopards' teeth necklaces. Two have hands on The central figure has a cylindrical case on shoulder. All three have leopards' heads on breast, and quad- their sword-hilts. rangular bells hanging from neck. Leopards' skins and other objects hang on left sides. Ground ornamented with foil ornaments incised.",Bronze hip-ornament mask depicting a crocodile’s head,2.3,1900.39.8_1.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_003,0,3,1900.39.9,12,"Bronze plaque, representing three warriors, two with feathers in head-dress The latter and trefoil leaves at top ; one with pot helmet, button on top. has a coral choker, badge of rank, and aU have leopards' teeth necklaces. Two have hands on The central figure has a cylindrical case on shoulder. All three have leopards' heads on breast, and quad- their sword-hilts. rangular bells hanging from neck. Leopards' skins and other objects hang on left sides. Ground ornamented with foil ornaments incised.",Bronze hip-ornament mask depicting a crocodile’s head,2.3,1900.39.9.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_003,0,4,1966.13.1,12,"Bronze plaque, representing three warriors, two with feathers in head-dress The latter and trefoil leaves at top ; one with pot helmet, button on top. has a coral choker, badge of rank, and aU have leopards' teeth necklaces. Two have hands on The central figure has a cylindrical case on shoulder. All three have leopards' heads on breast, and quad- their sword-hilts. rangular bells hanging from neck. Leopards' skins and other objects hang on left sides. Ground ornamented with foil ornaments incised.",Bronze head,2.7,1966.13.1_1.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_003,0,5,1975.7.2,12,"Bronze plaque, representing three warriors, two with feathers in head-dress The latter and trefoil leaves at top ; one with pot helmet, button on top. has a coral choker, badge of rank, and aU have leopards' teeth necklaces. Two have hands on The central figure has a cylindrical case on shoulder. All three have leopards' heads on breast, and quad- their sword-hilts. rangular bells hanging from neck. Leopards' skins and other objects hang on left sides. Ground ornamented with foil ornaments incised.",Bronze cylindrical vessel with decoration depicting animal and human heads,2.7,1975.7.2_1.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_004,0,1,1900.39.7,12,"Bronze plaque, figure of warrior with spear in right hand, shield on left Head-dress of coral or agate, similar to that represented in shoulder. Plate XXI, Fig. 121. anklets. Quadrangular bell hanging from neck. Chain-like Coral choker, badge of rank, and leopards' teeth necklace. A nude attendant on right upholds a large broad leaf-shaped sword, with a Another holds two sistri or bells fastened ring attached to pommel. together by a chain. Small figure on left is blowing an elephant's tusk Figures above in profile are holding up tablets or books. trumpet. dress of one of them is fastened with tags or loops of unusual form. figures have Roman noses, and are evidently not negro. mented with the usual foil ornament incised. These Ground orna- The PLATE 1. B2 Antique Works of Art from Benin.",Bronze hip-ornament mask depicting a ram’s head,2.3,1900.39.7.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_004,0,2,1900.39.8,12,"Bronze plaque, figure of warrior with spear in right hand, shield on left Head-dress of coral or agate, similar to that represented in shoulder. Plate XXI, Fig. 121. anklets. Quadrangular bell hanging from neck. Chain-like Coral choker, badge of rank, and leopards' teeth necklace. A nude attendant on right upholds a large broad leaf-shaped sword, with a Another holds two sistri or bells fastened ring attached to pommel. together by a chain. Small figure on left is blowing an elephant's tusk Figures above in profile are holding up tablets or books. trumpet. dress of one of them is fastened with tags or loops of unusual form. figures have Roman noses, and are evidently not negro. mented with the usual foil ornament incised. These Ground orna- The PLATE 1. B2 Antique Works of Art from Benin.",Bronze hip-ornament mask depicting a crocodile’s head,2.3,1900.39.8_1.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_004,0,3,1900.39.9,12,"Bronze plaque, figure of warrior with spear in right hand, shield on left Head-dress of coral or agate, similar to that represented in shoulder. Plate XXI, Fig. 121. anklets. Quadrangular bell hanging from neck. Chain-like Coral choker, badge of rank, and leopards' teeth necklace. A nude attendant on right upholds a large broad leaf-shaped sword, with a Another holds two sistri or bells fastened ring attached to pommel. together by a chain. Small figure on left is blowing an elephant's tusk Figures above in profile are holding up tablets or books. trumpet. dress of one of them is fastened with tags or loops of unusual form. figures have Roman noses, and are evidently not negro. mented with the usual foil ornament incised. These Ground orna- The PLATE 1. B2 Antique Works of Art from Benin.",Bronze hip-ornament mask depicting a crocodile’s head,2.3,1900.39.9.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_004,0,4,1966.13.1,12,"Bronze plaque, figure of warrior with spear in right hand, shield on left Head-dress of coral or agate, similar to that represented in shoulder. Plate XXI, Fig. 121. anklets. Quadrangular bell hanging from neck. Chain-like Coral choker, badge of rank, and leopards' teeth necklace. A nude attendant on right upholds a large broad leaf-shaped sword, with a Another holds two sistri or bells fastened ring attached to pommel. together by a chain. Small figure on left is blowing an elephant's tusk Figures above in profile are holding up tablets or books. trumpet. dress of one of them is fastened with tags or loops of unusual form. figures have Roman noses, and are evidently not negro. mented with the usual foil ornament incised. These Ground orna- The PLATE 1. B2 Antique Works of Art from Benin.",Bronze head,2.7,1966.13.1_1.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_004,0,5,1975.7.2,12,"Bronze plaque, figure of warrior with spear in right hand, shield on left Head-dress of coral or agate, similar to that represented in shoulder. Plate XXI, Fig. 121. anklets. Quadrangular bell hanging from neck. Chain-like Coral choker, badge of rank, and leopards' teeth necklace. A nude attendant on right upholds a large broad leaf-shaped sword, with a Another holds two sistri or bells fastened ring attached to pommel. together by a chain. Small figure on left is blowing an elephant's tusk Figures above in profile are holding up tablets or books. trumpet. dress of one of them is fastened with tags or loops of unusual form. figures have Roman noses, and are evidently not negro. mented with the usual foil ornament incised. These Ground orna- The PLATE 1. B2 Antique Works of Art from Benin.",Bronze cylindrical vessel with decoration depicting animal and human heads,2.7,1975.7.2_1.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_005,0,1,1900.39.7,12,"Bronze plaque, representing a warrior in centre, turned to his left. He has a beard and a necklace of leopards' teeth, but no coral choker. He has a high helmet, somewhat in the form of a grenadier cap. Quad- Dagger in sheath on right side, and various rangular bell on neck. He holds a narrow leaf-shaped appurtenances hanging from his dress. sword in his right hand over an enemy who has fallen, and who has The victim has a already a leaf-shaped sword thrust through his body. sword-sheath on left side, with broad end, and a peculiar head-dress. His horse is represented below with an attendant holding it by a chain and On the right of the conqueror is a small figure blowing a tusk trumpet, and on his right a larger figure carrying a shield in his left hand and a cluster of weapons. He has a high helmet, ornamented with representations of cowrie shells of nearly Above are two figures, one the same form as that of the central figure. blowing what appears to be a musical instrument and the other carrying a barbed pointed implement, and armed with a sword in sheath similar to The plaque appears to represent a victory of The ground carrying barbed darts in his left hand. some kind, and all the conquerors have the same high helmet. is ornamented with the usual foil ornament incised. that of the fallen warrior.",Bronze hip-ornament mask depicting a ram’s head,2.3,1900.39.7.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_005,0,2,1900.39.8,12,"Bronze plaque, representing a warrior in centre, turned to his left. He has a beard and a necklace of leopards' teeth, but no coral choker. He has a high helmet, somewhat in the form of a grenadier cap. Quad- Dagger in sheath on right side, and various rangular bell on neck. He holds a narrow leaf-shaped appurtenances hanging from his dress. sword in his right hand over an enemy who has fallen, and who has The victim has a already a leaf-shaped sword thrust through his body. sword-sheath on left side, with broad end, and a peculiar head-dress. His horse is represented below with an attendant holding it by a chain and On the right of the conqueror is a small figure blowing a tusk trumpet, and on his right a larger figure carrying a shield in his left hand and a cluster of weapons. He has a high helmet, ornamented with representations of cowrie shells of nearly Above are two figures, one the same form as that of the central figure. blowing what appears to be a musical instrument and the other carrying a barbed pointed implement, and armed with a sword in sheath similar to The plaque appears to represent a victory of The ground carrying barbed darts in his left hand. some kind, and all the conquerors have the same high helmet. is ornamented with the usual foil ornament incised. that of the fallen warrior.",Bronze hip-ornament mask depicting a crocodile’s head,2.3,1900.39.8_1.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_005,0,3,1900.39.9,12,"Bronze plaque, representing a warrior in centre, turned to his left. He has a beard and a necklace of leopards' teeth, but no coral choker. He has a high helmet, somewhat in the form of a grenadier cap. Quad- Dagger in sheath on right side, and various rangular bell on neck. He holds a narrow leaf-shaped appurtenances hanging from his dress. sword in his right hand over an enemy who has fallen, and who has The victim has a already a leaf-shaped sword thrust through his body. sword-sheath on left side, with broad end, and a peculiar head-dress. His horse is represented below with an attendant holding it by a chain and On the right of the conqueror is a small figure blowing a tusk trumpet, and on his right a larger figure carrying a shield in his left hand and a cluster of weapons. He has a high helmet, ornamented with representations of cowrie shells of nearly Above are two figures, one the same form as that of the central figure. blowing what appears to be a musical instrument and the other carrying a barbed pointed implement, and armed with a sword in sheath similar to The plaque appears to represent a victory of The ground carrying barbed darts in his left hand. some kind, and all the conquerors have the same high helmet. is ornamented with the usual foil ornament incised. that of the fallen warrior.",Bronze hip-ornament mask depicting a crocodile’s head,2.3,1900.39.9.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_005,0,4,1966.13.1,12,"Bronze plaque, representing a warrior in centre, turned to his left. He has a beard and a necklace of leopards' teeth, but no coral choker. He has a high helmet, somewhat in the form of a grenadier cap. Quad- Dagger in sheath on right side, and various rangular bell on neck. He holds a narrow leaf-shaped appurtenances hanging from his dress. sword in his right hand over an enemy who has fallen, and who has The victim has a already a leaf-shaped sword thrust through his body. sword-sheath on left side, with broad end, and a peculiar head-dress. His horse is represented below with an attendant holding it by a chain and On the right of the conqueror is a small figure blowing a tusk trumpet, and on his right a larger figure carrying a shield in his left hand and a cluster of weapons. He has a high helmet, ornamented with representations of cowrie shells of nearly Above are two figures, one the same form as that of the central figure. blowing what appears to be a musical instrument and the other carrying a barbed pointed implement, and armed with a sword in sheath similar to The plaque appears to represent a victory of The ground carrying barbed darts in his left hand. some kind, and all the conquerors have the same high helmet. is ornamented with the usual foil ornament incised. that of the fallen warrior.",Bronze head,2.7,1966.13.1_1.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_005,0,5,1975.7.2,12,"Bronze plaque, representing a warrior in centre, turned to his left. He has a beard and a necklace of leopards' teeth, but no coral choker. He has a high helmet, somewhat in the form of a grenadier cap. Quad- Dagger in sheath on right side, and various rangular bell on neck. He holds a narrow leaf-shaped appurtenances hanging from his dress. sword in his right hand over an enemy who has fallen, and who has The victim has a already a leaf-shaped sword thrust through his body. sword-sheath on left side, with broad end, and a peculiar head-dress. His horse is represented below with an attendant holding it by a chain and On the right of the conqueror is a small figure blowing a tusk trumpet, and on his right a larger figure carrying a shield in his left hand and a cluster of weapons. He has a high helmet, ornamented with representations of cowrie shells of nearly Above are two figures, one the same form as that of the central figure. blowing what appears to be a musical instrument and the other carrying a barbed pointed implement, and armed with a sword in sheath similar to The plaque appears to represent a victory of The ground carrying barbed darts in his left hand. some kind, and all the conquerors have the same high helmet. is ornamented with the usual foil ornament incised. that of the fallen warrior.",Bronze cylindrical vessel with decoration depicting animal and human heads,2.7,1975.7.2_1.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_007,0,1,1900.39.7,12,"Bronze plaque, representing a king or noble on horseback sitting sideways, his hands upheld by attendants, one of whom has a long thin Two attendants, with helmets or hair sword in his hand in sheath. represented by ribs, are holding up shields to shelter the king from the The king or noble has a coral choker, badge of rank, with a coral Horse's head-collar hung with crotals. A The two figures above Ground ornamented with foil ornaments small attendant carries a ""manilla"" in his hand. are armed with bows and arrows. necklace hanging on breast. sun. incised. De Bry, ' ; India Orientalis,"" says that in the sixteenth century both the king and chiefs were wont to ride side-saddle upon led horses. They were supported by retainers, who held over their heads either shields or umbrellas, and accompanied by a band of musicians playing on ivory horns, gong-gongs, drums, harps, and a kind of rattle. PLATE 2. 1 Antique Works of Art from Benin.",Bronze hip-ornament mask depicting a ram’s head,2.3,1900.39.7.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_007,0,2,1900.39.8,12,"Bronze plaque, representing a king or noble on horseback sitting sideways, his hands upheld by attendants, one of whom has a long thin Two attendants, with helmets or hair sword in his hand in sheath. represented by ribs, are holding up shields to shelter the king from the The king or noble has a coral choker, badge of rank, with a coral Horse's head-collar hung with crotals. A The two figures above Ground ornamented with foil ornaments small attendant carries a ""manilla"" in his hand. are armed with bows and arrows. necklace hanging on breast. sun. incised. De Bry, ' ; India Orientalis,"" says that in the sixteenth century both the king and chiefs were wont to ride side-saddle upon led horses. They were supported by retainers, who held over their heads either shields or umbrellas, and accompanied by a band of musicians playing on ivory horns, gong-gongs, drums, harps, and a kind of rattle. PLATE 2. 1 Antique Works of Art from Benin.",Bronze hip-ornament mask depicting a crocodile’s head,2.3,1900.39.8_1.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_007,0,3,1900.39.9,12,"Bronze plaque, representing a king or noble on horseback sitting sideways, his hands upheld by attendants, one of whom has a long thin Two attendants, with helmets or hair sword in his hand in sheath. represented by ribs, are holding up shields to shelter the king from the The king or noble has a coral choker, badge of rank, with a coral Horse's head-collar hung with crotals. A The two figures above Ground ornamented with foil ornaments small attendant carries a ""manilla"" in his hand. are armed with bows and arrows. necklace hanging on breast. sun. incised. De Bry, ' ; India Orientalis,"" says that in the sixteenth century both the king and chiefs were wont to ride side-saddle upon led horses. They were supported by retainers, who held over their heads either shields or umbrellas, and accompanied by a band of musicians playing on ivory horns, gong-gongs, drums, harps, and a kind of rattle. PLATE 2. 1 Antique Works of Art from Benin.",Bronze hip-ornament mask depicting a crocodile’s head,2.3,1900.39.9.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_007,0,4,1966.13.1,12,"Bronze plaque, representing a king or noble on horseback sitting sideways, his hands upheld by attendants, one of whom has a long thin Two attendants, with helmets or hair sword in his hand in sheath. represented by ribs, are holding up shields to shelter the king from the The king or noble has a coral choker, badge of rank, with a coral Horse's head-collar hung with crotals. A The two figures above Ground ornamented with foil ornaments small attendant carries a ""manilla"" in his hand. are armed with bows and arrows. necklace hanging on breast. sun. incised. De Bry, ' ; India Orientalis,"" says that in the sixteenth century both the king and chiefs were wont to ride side-saddle upon led horses. They were supported by retainers, who held over their heads either shields or umbrellas, and accompanied by a band of musicians playing on ivory horns, gong-gongs, drums, harps, and a kind of rattle. PLATE 2. 1 Antique Works of Art from Benin.",Bronze head,2.7,1966.13.1_1.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_007,0,5,1975.7.2,12,"Bronze plaque, representing a king or noble on horseback sitting sideways, his hands upheld by attendants, one of whom has a long thin Two attendants, with helmets or hair sword in his hand in sheath. represented by ribs, are holding up shields to shelter the king from the The king or noble has a coral choker, badge of rank, with a coral Horse's head-collar hung with crotals. A The two figures above Ground ornamented with foil ornaments small attendant carries a ""manilla"" in his hand. are armed with bows and arrows. necklace hanging on breast. sun. incised. De Bry, ' ; India Orientalis,"" says that in the sixteenth century both the king and chiefs were wont to ride side-saddle upon led horses. They were supported by retainers, who held over their heads either shields or umbrellas, and accompanied by a band of musicians playing on ivory horns, gong-gongs, drums, harps, and a kind of rattle. PLATE 2. 1 Antique Works of Art from Benin.",Bronze cylindrical vessel with decoration depicting animal and human heads,2.7,1975.7.2_1.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_009,0,1,1900.39.7,12,"Bronze plaque, naked figure of boy ; hair in conventional bands ; three tribal marks over each eye and band on forehead. Coral choker, badge of Four rosettes on ground and usual foil De Bry says that all young people went naked until rank. Armlets and anklets. ornaments. marriage.",Bronze hip-ornament mask depicting a ram’s head,2.3,1900.39.7.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_009,0,2,1900.39.8,12,"Bronze plaque, naked figure of boy ; hair in conventional bands ; three tribal marks over each eye and band on forehead. Coral choker, badge of Four rosettes on ground and usual foil De Bry says that all young people went naked until rank. Armlets and anklets. ornaments. marriage.",Bronze hip-ornament mask depicting a crocodile’s head,2.3,1900.39.8_1.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_009,0,3,1900.39.9,12,"Bronze plaque, naked figure of boy ; hair in conventional bands ; three tribal marks over each eye and band on forehead. Coral choker, badge of Four rosettes on ground and usual foil De Bry says that all young people went naked until rank. Armlets and anklets. ornaments. marriage.",Bronze hip-ornament mask depicting a crocodile’s head,2.3,1900.39.9.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_009,0,4,1966.13.1,12,"Bronze plaque, naked figure of boy ; hair in conventional bands ; three tribal marks over each eye and band on forehead. Coral choker, badge of Four rosettes on ground and usual foil De Bry says that all young people went naked until rank. Armlets and anklets. ornaments. marriage.",Bronze head,2.7,1966.13.1_1.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_009,0,5,1975.7.2,12,"Bronze plaque, naked figure of boy ; hair in conventional bands ; three tribal marks over each eye and band on forehead. Coral choker, badge of Four rosettes on ground and usual foil De Bry says that all young people went naked until rank. Armlets and anklets. ornaments. marriage.",Bronze cylindrical vessel with decoration depicting animal and human heads,2.7,1975.7.2_1.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_010,0,1,1900.39.7,12,"Bronze j>laque, figure of warrior with helmet or hair rejaresented by ribs. Leaf-shaped sword upheld in right hand. A bundle of objects on head upheld by left. hand. Object resembling a despatch case on left side, fastened by a belt over right shoulder. Human mask on left side. fishes on ground, and the usual foil ornaments incised.",Bronze hip-ornament mask depicting a ram’s head,2.3,1900.39.7.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_010,0,2,1900.39.8,12,"Bronze j>laque, figure of warrior with helmet or hair rejaresented by ribs. Leaf-shaped sword upheld in right hand. A bundle of objects on head upheld by left. hand. Object resembling a despatch case on left side, fastened by a belt over right shoulder. Human mask on left side. fishes on ground, and the usual foil ornaments incised.",Bronze hip-ornament mask depicting a crocodile’s head,2.3,1900.39.8_1.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_010,0,3,1900.39.9,12,"Bronze j>laque, figure of warrior with helmet or hair rejaresented by ribs. Leaf-shaped sword upheld in right hand. A bundle of objects on head upheld by left. hand. Object resembling a despatch case on left side, fastened by a belt over right shoulder. Human mask on left side. fishes on ground, and the usual foil ornaments incised.",Bronze hip-ornament mask depicting a crocodile’s head,2.3,1900.39.9.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_010,0,4,1966.13.1,12,"Bronze j>laque, figure of warrior with helmet or hair rejaresented by ribs. Leaf-shaped sword upheld in right hand. A bundle of objects on head upheld by left. hand. Object resembling a despatch case on left side, fastened by a belt over right shoulder. Human mask on left side. fishes on ground, and the usual foil ornaments incised.",Bronze head,2.7,1966.13.1_1.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_010,0,5,1975.7.2,12,"Bronze j>laque, figure of warrior with helmet or hair rejaresented by ribs. Leaf-shaped sword upheld in right hand. A bundle of objects on head upheld by left. hand. Object resembling a despatch case on left side, fastened by a belt over right shoulder. Human mask on left side. fishes on ground, and the usual foil ornaments incised.",Bronze cylindrical vessel with decoration depicting animal and human heads,2.7,1975.7.2_1.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_011,0,1,1900.39.7,12,"Bronze plaque, representing a figure holding a ball, perhaps a Three tribal marks Skirt wound ujj Four Skirt ornamented with a head and hands. Crest on head-dress, feather in Coral choker, badge of rank. cannon ball, in front. behind left shoulder. over each eye. Four caja. rosettes on ground, and usual foil ornaments incised. Guilloche on sides of plaque. PLATE 3. _'.-\~^.- Antique Works of Art from Benin.",Bronze hip-ornament mask depicting a ram’s head,2.3,1900.39.7.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_011,0,2,1900.39.8,12,"Bronze plaque, representing a figure holding a ball, perhaps a Three tribal marks Skirt wound ujj Four Skirt ornamented with a head and hands. Crest on head-dress, feather in Coral choker, badge of rank. cannon ball, in front. behind left shoulder. over each eye. Four caja. rosettes on ground, and usual foil ornaments incised. Guilloche on sides of plaque. PLATE 3. _'.-\~^.- Antique Works of Art from Benin.",Bronze hip-ornament mask depicting a crocodile’s head,2.3,1900.39.8_1.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_011,0,3,1900.39.9,12,"Bronze plaque, representing a figure holding a ball, perhaps a Three tribal marks Skirt wound ujj Four Skirt ornamented with a head and hands. Crest on head-dress, feather in Coral choker, badge of rank. cannon ball, in front. behind left shoulder. over each eye. Four caja. rosettes on ground, and usual foil ornaments incised. Guilloche on sides of plaque. PLATE 3. _'.-\~^.- Antique Works of Art from Benin.",Bronze hip-ornament mask depicting a crocodile’s head,2.3,1900.39.9.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_011,0,4,1966.13.1,12,"Bronze plaque, representing a figure holding a ball, perhaps a Three tribal marks Skirt wound ujj Four Skirt ornamented with a head and hands. Crest on head-dress, feather in Coral choker, badge of rank. cannon ball, in front. behind left shoulder. over each eye. Four caja. rosettes on ground, and usual foil ornaments incised. Guilloche on sides of plaque. PLATE 3. _'.-\~^.- Antique Works of Art from Benin.",Bronze head,2.7,1966.13.1_1.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_011,0,5,1975.7.2,12,"Bronze plaque, representing a figure holding a ball, perhaps a Three tribal marks Skirt wound ujj Four Skirt ornamented with a head and hands. Crest on head-dress, feather in Coral choker, badge of rank. cannon ball, in front. behind left shoulder. over each eye. Four caja. rosettes on ground, and usual foil ornaments incised. Guilloche on sides of plaque. PLATE 3. _'.-\~^.- Antique Works of Art from Benin.",Bronze cylindrical vessel with decoration depicting animal and human heads,2.7,1975.7.2_1.png,matched material: bronze | matched object type: head | Oxford image available | Oxford record marked confirmed_1897
fig_013,0,1,1899.86.12,12,"Bronze plaque, figure sword in right hand. of warrior, feather in cap; broad leaf-shaped necklace. Leopards' teeth Coral sash ; ground ornamented with leaf-shaped foil, ornaments Coral choker, badge of rank. incised. staves in their right hands.",Bronze plaque with the image of a serpent,2.4,1899.86.12.png,matched material: bronze | matched object type: plaque | Oxford image available | Oxford record marked confirmed_1897
